source	time	heading	story	url
PC Gamer	1549406700	Xbox Game Studios rebranding signals big changes for Microsoft's focus on gaming	MIcrosoft has renamed its game development organization to Xbox Game Studios.	https://news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LnBjZ2FtZXIuY29tL3hib3gtZ2FtZS1zdHVkaW9zLXJlYnJhbmRpbmctc2lnbmFscy1iaWctY2hhbmdlcy1mb3ItbWljcm9zb2Z0cy1mb2N1cy1vbi1nYW1pbmcv0gG0AWh0dHBzOi8vd3d3LXBjZ2FtZXItY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LnBjZ2FtZXIuY29tL2FtcC94Ym94LWdhbWUtc3R1ZGlvcy1yZWJyYW5kaW5nLXNpZ25hbHMtYmlnLWNoYW5nZXMtZm9yLW1pY3Jvc29mdHMtZm9jdXMtb24tZ2FtaW5nLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Fairfield Current	1549884395	Head-To-Head Review: Starbucks (SBUX) versus Simplicity Esports and Gaming (WINR)	Starbucks (NASDAQ:SBUX) and Simplicity Esports and Gaming (NASDAQ:WINR) are both retail/wholesale companies, but which is the better business? We will ...	https://news.google.com/articles/CBMiggFodHRwczovL3d3dy5mYWlyZmllbGRjdXJyZW50LmNvbS9uZXdzLzIwMTkvMDIvMTEvaGVhZC10by1oZWFkLXJldmlldy1zdGFyYnVja3Mtc2J1eC12ZXJzdXMtc2ltcGxpY2l0eS1lc3BvcnRzLWFuZC1nYW1pbmctd2luci5odG1s0gHXAWh0dHBzOi8vd3d3LWZhaXJmaWVsZGN1cnJlbnQtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3Mvd3d3LmZhaXJmaWVsZGN1cnJlbnQuY29tL25ld3MvMjAxOS8wMi8xMS9oZWFkLXRvLWhlYWQtcmV2aWV3LXN0YXJidWNrcy1zYnV4LXZlcnN1cy1zaW1wbGljaXR5LWVzcG9ydHMtYW5kLWdhbWluZy13aW5yLmh0bWwvYW1wP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Tom's Guide	1549627394	Logitech G935 Headset Review: Wireless Gaming Done Right	The Logitech G935 is one of the better wireless gaming headsets on the market, with great sound and a comfortable fit.	https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3LnRvbXNndWlkZS5jb20vdXMvbG9naXRlY2gtZzkzNSxyZXZpZXctNjE1MS5odG1s0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
KTRK-TV	1549799760	Houston Rocket's eSports team playing for high stakes	They're one of the most competitive global teams around, but they're not taking to the field or the hardwood.	https://news.google.com/articles/CBMiVmh0dHBzOi8vYWJjMTMuY29tL3Nwb3J0cy9ob3VzdG9uLXJvY2tldHMtZXNwb3J0cy10ZWFtLXBsYXlpbmctZm9yLWhpZ2gtc3Rha2VzLzUxMzA3MDMv0gGcAWh0dHBzOi8vYWJjMTMtY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYWJjMTMuY29tL2FtcC9zcG9ydHMvaG91c3Rvbi1yb2NrZXRzLWVzcG9ydHMtdGVhbS1wbGF5aW5nLWZvci1oaWdoLXN0YWtlcy81MTMwNzAzLz9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549877040	Nintendo Direct February 2019 NEWS: Major improvements coming to Switch Online	Nintendo Switch Online is about to get a big update to improve the *service*, Nintendo has suggested. In a new statement to investors, Nintendo president ...	https://news.google.com/articles/CAIiEFLIyRsF2r2cpJNhm0yHxmsqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
PC Gamer	1549652880	This spill-resistant gaming keyboard is on sale for $40	The best gaming keyboards tend to use mechanical key switches, but if you prefer a membrane blank, Logitech's G213 Prodigy is our top pick. It's also on sale at ...	https://news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LnBjZ2FtZXIuY29tL3RoaXMtc3BpbGwtcmVzaXN0YW50LWdhbWluZy1rZXlib2FyZC1pcy1vbi1zYWxlLWZvci1kb2xsYXI0MC_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549215060	PS4 news: Shock news for PlayStation gamers after Xbox One success	PS4 news this week includes a shock Sony PlayStation update from an unlikely source, as well as an update that confirms Microsoft Xbox is still very much a ...	https://news.google.com/articles/CAIiEHDP2Yp-AP5HbI9cdF0J0fQqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549890900	Fortnite Share The Love COUNTDOWN: Overtime challenges, start time, rewards	FORTNITE Share The Love event has kicked off, and the new Overtime challenges are set to get added by Epic Games soon.	https://news.google.com/articles/CAIiEPOkWZX0Is--T_rDgiZKGkUqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
CNET	1549540800	Get these cheap Nvidia GTX gaming laptops while you still can	With laptops running Nvidia's new RTX graphics cards starting to ship, you can get a deal on last year's models right now.	https://news.google.com/articles/CAIiEBENB24IxfnFnFfQEm0RDfYqEwgEKgwIACoFCAow4GowoAgwkRo?hl=en-IN&gl=IN&ceid=IN%3Aen
The Oakland Press	1549895760	Longtime dream of cloud-based gaming is closer than ever to coming true	When Cory Burdette awoke recently to learn that Winter Storm Gia had caused a two-hour school delay in Reston, Va., he seized the chance to do a little family ...	https://news.google.com/articles/CBMimgFodHRwczovL3d3dy50aGVvYWtsYW5kcHJlc3MuY29tL2xpZmVzdHlsZXMvdGVjaC9sb25ndGltZS1kcmVhbS1vZi1jbG91ZC1iYXNlZC1nYW1pbmctaXMtY2xvc2VyLXRoYW4tZXZlci9hcnRpY2xlXzE2ZmUyOGZhLTI2NjEtMTFlOS1iNTBiLThmODQ1MDJhOWY1NS5odG1s0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
Comicbook.com	1549732338	The Gaming Industry Reacts to News of Looming Activision-Blizzard Layoffs	Activision Blizzard is full of great people and some dear friends. I hope the rumors of impending layoffs aren't true. Whatever the future holds, here are all the ...	https://news.google.com/articles/CBMiYmh0dHBzOi8vY29taWNib29rLmNvbS9nYW1pbmcvMjAxOS8wMi8wOS90aGUtZ2FtaW5nLWluZHVzdHJ5LXJlYWN0cy10by1hY3RpdmlzaW9uLWJsaXp6YXJkLWxheW9mZnMv0gGsAWh0dHBzOi8vY29taWNib29rLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9zL2NvbWljYm9vay5jb20vZ2FtaW5nL2FtcC8yMDE5LzAyLzA5L3RoZS1nYW1pbmctaW5kdXN0cnktcmVhY3RzLXRvLWFjdGl2aXNpb24tYmxpenphcmQtbGF5b2Zmcy8_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
PC Gamer	1549487700	Asus RT-AX88U gaming router review	Wireless standards come and go, and too often they are more marketing hype than any sort of meaningful, practical improvement (looking at you WiGiG).	https://news.google.com/articles/CBMiO2h0dHBzOi8vd3d3LnBjZ2FtZXIuY29tL2FzdXMtcnQtYXg4OHUtZ2FtaW5nLXJvdXRlci1yZXZpZXcv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
AppleInsider	1549293240	Apple needs blockbuster acquisitions in gaming & video streaming to thrive, claims J.P. Morgan	To boost Services revenue, Apple should use its cash hoard to try to buy video streaming giant Netflix or video game publisher Activision despite neither being ...	https://news.google.com/articles/CBMihAFodHRwczovL2FwcGxlaW5zaWRlci5jb20vYXJ0aWNsZXMvMTkvMDIvMDQvYXBwbGUtbmVlZHMtYmxvY2tidXN0ZXItYWNxdWlzaXRpb25zLWluLWdhbWluZy12aWRlby1zdHJlYW1pbmctdG8tdGhyaXZlLWNsYWltcy1qcC1tb3JnYW7SAdIBaHR0cHM6Ly9hcHBsZWluc2lkZXItY29tLmNkbi5hbXBwcm9qZWN0Lm9yZy92L3MvYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8xOS8wMi8wNC9hcHBsZS1uZWVkcy1ibG9ja2J1c3Rlci1hY3F1aXNpdGlvbnMtaW4tZ2FtaW5nLXZpZGVvLXN0cmVhbWluZy10by10aHJpdmUtY2xhaW1zLWpwLW1vcmdhbi9hbXAvP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549881420	Cyberpunk 2077 release DATE: Great news for fans, as CD Projekt posts platform update	CYBERPUNK 2077 fans are treated to some welcome news, as CD Projekt doesn't make the same mistake as another game publisher.	https://news.google.com/articles/CAIiEDCxyqfzOdfbtasVIA3K3ZAqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
Cointelegraph	1549296125	Blockchain Firm HashCash Partners With ‘Prominent’ Australian Gaming Company	News. Blockchain company HashCash Consultants has announced a partnership with an undisclosed Australian video games developer to roll out its white ...	https://news.google.com/articles/CAIiEOZ543SOyngc89Kksh8Yws4qGQgEKhAIACoHCAow9Iv8CjDPxIgDMJiWzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
VentureBeat	1549371600	Super League Gaming will bring amateur esports events to Topgolf venues	Sports entertainment company Topgolf and Super League Gaming have announced a partnership to bring amateur competitive video game events to Topgolf ...	https://news.google.com/articles/CAIiECKpK5OSrZsT-xyZl-tTqDMqFAgEKgwIACoFCAowsGkw8AYw5eYD?hl=en-IN&gl=IN&ceid=IN%3Aen
Times Now	1548936874	MSI unveils gaming laptop lineup in India with Nvidia GeForce RTX graphics, priced starting Rs. 79,990	Gaming hardware manufacturer MSI has announced the launch of their new gaming laptop lineup with the latest Nvidia GeForce RTX GPU in India, including ...	https://news.google.com/articles/CAIiEI0pCoiTVexmMHmHvzA2tC4qGQgEKhAIACoHCAowr6n9CjCr4PQCMOTdpQY?hl=en-IN&gl=IN&ceid=IN%3Aen
Digit	1549370755	Here’s how Indian PUBG gamers are streaming their way to the bank	In India, the online gaming market is projected to become a billion dollar industry by 2020 and gamers are all set to stream into that future.	https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmRpZ2l0LmluL2dhbWluZy9oZXJlcy1ob3ctaW5kaWFuLXB1YmctZ2FtZXJzLWFyZS1zdHJlYW1pbmctdGhlcmUtd2F5LXRvLXRoZS1iYW5rLTQ2Mjc3Lmh0bWzSAbMBaHR0cHM6Ly93d3ctZGlnaXQtaW4uY2RuLmFtcHByb2plY3Qub3JnL3Yvcy93d3cuZGlnaXQuaW4vYXJ0aWNsZS9hbXAvZ2FtaW5nLzQ2Mjc3L2hlcmVzLWhvdy1pbmRpYW4tcHViZy1nYW1lcnMtYXJlLXN0cmVhbWluZy10aGVyZS13YXktdG8tdGhlLWJhbms_YW1wX2pzX3Y9MC4xI3dlYnZpZXc9MSZjYXA9c3dpcGU?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549564680	Fortnite account UPDATE: How to merge Fortnite accounts with Epic Games	A new Fortnite account merge update has been released by Epic Games, bringing with it big changes for PS4, Xbox One, PC and Nintendo Switch gamers.	https://news.google.com/articles/CAIiEHW6RAUJqSaLBBGdMzhrbqEqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1548144000	AOC’s latest curved gaming monitors offer the important features at an appealing price	AOC launched two new 27-inch curved gaming monitors today as additions to its premium line. They offer fast refresh rates up to 165Hz, quick response times, ...	https://news.google.com/articles/CAIiEKVbChAxKj4y_EOXl4QQ3Q8qFwgEKg4IACoGCAow3O8nMMqOBjDc064F?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1548316800	The first Max Q gaming laptop from Alienware is too thick and too late	The biggest innovation in gaming laptops in the past year has been Nvidia's Max Q graphics cards, which allow for much thinner and lighter designs with ...	https://news.google.com/articles/CAIiENRiV_MhPU4xy-ltYupQhVkqFwgEKg4IACoGCAow3O8nMMqOBjCN2ugF?hl=en-IN&gl=IN&ceid=IN%3Aen
TechCrunch	1548662400	Apple could be working on gaming subscription service	Apple is slowly building a lineup of *content* subscriptions. According to a report from Cheddar, Apple may also be working on a gaming subscription. Alex Heath ...	https://news.google.com/articles/CAIiEAnI23Flf2jo4f4R4X3jYMoqFAgEKg0IACoGCAowlIEBMLEXMOc_?hl=en-IN&gl=IN&ceid=IN%3Aen
Laptop Mag	1549108967	Alienware Area-51m vs MSI GT75 Titan: Which Gaming Beast Is Best?	In one corner, we've got the MSI GT75 Titan, a beast of a gaming laptop sporting an overclockable Intel Core i9 CPU and an Nvidia RTX 2080 GPU, a gorgeous ...	https://news.google.com/articles/CBMiRmh0dHBzOi8vd3d3LmxhcHRvcG1hZy5jb20vYXJ0aWNsZXMvYWxpZW53YXJlLWFyZWEtNTEtdnMtbXNpLWd0NzUtdGl0YW7SAY4BaHR0cHM6Ly9hbXAtbGFwdG9wbWFnLWNvbS5jZG4uYW1wcHJvamVjdC5vcmcvdi9hbXAubGFwdG9wbWFnLmNvbS9hcnRpY2xlcy9hbGllbndhcmUtYXJlYS01MS12cy1tc2ktZ3Q3NS10aXRhbj9hbXBfanNfdj0wLjEjd2Vidmlldz0xJmNhcD1zd2lwZQ?hl=en-IN&gl=IN&ceid=IN%3Aen
The Verge	1549645200	The best wired and wireless gaming mouse: Razer, Logitech and more	We've rounded up and tested great wired and wireless gaming mice like the DeathAdder Elite and G Pro Wireless, picks for FPS players who want a sniper ...	https://news.google.com/articles/CAIiEF-0AqkN8Ky49ytmALfu430qFwgEKg4IACoGCAow3O8nMMqOBjCN2ugF?hl=en-IN&gl=IN&ceid=IN%3Aen
Dexerto.com	1549295770	OpTic Gaming star Dashy to miss opening CWL Pro League match [Confirmed]	OpTic Gaming could be missing one of their best players when the CWL Pro League gets underway.	https://news.google.com/articles/CBMic2h0dHBzOi8vd3d3LmRleGVydG8uY29tL2NhbGwtb2YtZHV0eS9vcC10aWMtZ2FtaW5nLXN0YXItZGFzaHktdG8tbWlzcy1vcGVuaW5nLWN3bC1wcm8tbGVhZ3VlLW1hdGNoLWNvbmZpcm1lZC0zMzA0NjPSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
PC Gamer	1549473900	The GT Throne is a gaming chair that vibrates, and it's definitely a shaky experience	Vibrating accessories have become all the rage recently, with a number of PC peripherals appearing in the marketplace that tremble under specific conditions.	https://news.google.com/articles/CBMiLmh0dHBzOi8vd3d3LnBjZ2FtZXIuY29tL0dULVRocm9uZS1pbXByZXNzaW9ucy_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Guardian	1548057600	‘Heroin for middle-class nerds’: how Warhammer conquered gaming	How has Games Workshop, a fantasy war games company founded in a London shop 40 years ago, become worth more than £1bn? By ruthlessly recruiting ...	https://news.google.com/articles/CAIiECvjqX8LGErW8LkEY722gqQqFggEKg4IACoGCAowl6p7MN-zCTCcwRU?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549575960	Fortnite prisoner stage 4 UPDATE following new skin reveal	THE Fortnite Prisoner has reached stage 3 in its Battle Pass progression and fans are now wanting to know how to unlock the stage 4 skin.	https://news.google.com/articles/CAIiENivLVhdq3Mstw48LuyASH0qGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
Tom's Guide	1549378991	Apex Legends: Gaming's Latest Fortnite Competitor Explained	A new competitor just joined the battle royale arena. Apex Legends, the latest game from Titanfall creator Respawn Entertainment, is a free-to-play battle royale ...	https://news.google.com/articles/CBMiQWh0dHBzOi8vd3d3LnRvbXNndWlkZS5jb20vdXMvd2hhdC1pcy1hcGV4LWxlZ2VuZHMsbmV3cy0yOTMzMC5odG1s0gGJAWh0dHBzOi8vYW1wLXRvbXNndWlkZS1jb20uY2RuLmFtcHByb2plY3Qub3JnL3YvYW1wLnRvbXNndWlkZS5jb20vdXMvd2hhdC1pcy1hcGV4LWxlZ2VuZHMsbmV3cy0yOTMzMC5odG1sP2FtcF9qc192PTAuMSN3ZWJ2aWV3PTEmY2FwPXN3aXBl?hl=en-IN&gl=IN&ceid=IN%3Aen
Engadget	1548921600	Gaming accessibility is the star of Microsoft's Super Bowl ad	Microsoft has placed more focus on accessibility as of late, an effort that has extended into gaming, particularly with last year's release of the Xbox Adaptive...	https://news.google.com/articles/CAIiEH9x_rGlgwLD1wobAoaGW4EqGAgEKg8IACoHCAowwOjjAjDp3xswtuSvAw?hl=en-IN&gl=IN&ceid=IN%3Aen
Engadget	1547280000	Gaming laptops are getting wonderfully weird in 2019	The gaming laptop renaissance is upon us. For the past few years, they've been getting thinner, lighter and more powerful, thanks to NVIDIA's 10-series Max-Q ...	https://news.google.com/articles/CAIiECIQJnt-T2opaNiP0w9rStkqGAgEKg8IACoHCAowwOjjAjDp3xswtuSvAw?hl=en-IN&gl=IN&ceid=IN%3Aen
The Washington Post	1548403200	Books about gaming are becoming big business	As video games have become more mainstream, books about them have followed suit. It makes sense that historians would start to cover the booming industry ...	https://news.google.com/articles/CAIiELpPhXmHl6_SM-EOqZ2Yfm8qGAgEKg8IACoHCAowjtSUCjC30XQwnqi5AQ?hl=en-IN&gl=IN&ceid=IN%3Aen
Express	1549587120	Apex Legends UPDATE: Xbox Patch Notes not needed for Respawn release	APEX Legends just received a small update on Xbox One, with Respawn Entertainment confirming what changed without the need for patch notes.	https://news.google.com/articles/CAIiEKP9MADA-uZaEua75qjLpIkqGQgEKhAIACoHCAow9935CjCe0eYCMLbxzAU?hl=en-IN&gl=IN&ceid=IN%3Aen
Daily Nation	1549623208	Gaming traders lose case against officials	Judge says businessmen failed to demonstrate that they would suffer loses if the directive was to be implemented.	https://news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3Lm5hdGlvbi5jby5rZS9uZXdzL0dhbWluZy10cmFkZXJzLWxvc2UtY2FzZS1hZ2FpbnN0LW9mZmljaWFscy8xMDU2LTQ5NzI4ODAtODduNDFuL2luZGV4Lmh0bWzSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
Planet F1	1549622196	Pierre Gasly shares love for Formula 1 gaming	New Red Bull driver Pierre Gasly has been racking up the laps at the Albert Park circuit ahead of the season opener in Australia.	https://news.google.com/articles/CBMiRWh0dHBzOi8vd3d3LnBsYW5ldGYxLmNvbS9uZXdzL2dhc2x5LXNoYXJlcy1sb3ZlLWZvci1mb3JtdWxhLTEtZ2FtaW5nL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
TalkEsport	1549372844	2EZ Gaming bid farewell to poki	2EZ Gaming have announced the departure of Chinmay “PokI” Mehta. Earlier, it had also revealed the arrival of Saharyar “BaDMaN” Shaikh. This comes in as a ...	https://news.google.com/articles/CBMiQGh0dHBzOi8vd3d3LnRhbGtlc3BvcnQuY29tL25ld3MvMmV6LWdhbWluZy1iaWQtZmFyZXdlbGwtdG8tcG9raS_SAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
The Guardian	1548403200	'Success would’ve been three grand': meet the gamer who raised $340,000 for a trans charity	HBomberguy's marathon 57-hour gaming session attracted the attention of the industry and celebrities alike. We meet the man trying to counter the growing tide ...	https://news.google.com/articles/CAIiEDa6ETobSh7iD6NChcZlxbMqFggEKg4IACoGCAowl6p7MN-zCTDlkko?hl=en-IN&gl=IN&ceid=IN%3Aen
Engadget	1548576000	After Math: Gamer, set, match	Gaming enthusiasts had a lot to cheer for this week. Google revealed the results of a competition between its Starcraft II AI and a pair of pro players, though...	https://news.google.com/articles/CAIiEGsno10vPRhqnt3V4VOdp48qGAgEKg8IACoHCAowwOjjAjDp3xswtuSvAw?hl=en-IN&gl=IN&ceid=IN%3Aen
PC Gamer	1548748800	SteelSeries launches an Xbox-style wireless controller for gaming on PC and Android	SteelSeries is back with another version of its Stratus controller, which still looks a lot like an Xbox One controller, but is designed to work with both Windows ...	https://news.google.com/articles/CBMibGh0dHBzOi8vd3d3LnBjZ2FtZXIuY29tL3N0ZWVsc2VyaWVzLWxhdW5jaGVzLWFuLXhib3gtc3R5bGUtd2lyZWxlc3MtY29udHJvbGxlci1mb3ItZ2FtaW5nLW9uLXBjLWFuZC1hbmRyb2lkL9IBAA?hl=en-IN&gl=IN&ceid=IN%3Aen
Tom's Hardware	1548662400	Nvidia Titan RTX Review: Gaming, Training, Inferencing, Pro Viz, Oh My!	Nvidia's Titan RTX is intended for data scientists and professionals able to utilize its 24GB of GDDR6 memory. It's also a mean gaming card, if you have $2500 ...	https://news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LnRvbXNoYXJkd2FyZS5jb20vcmV2aWV3cy9udmlkaWEtdGl0YW4tcnR4LWRlZXAtbGVhcm5pbmctZ2FtaW5nLXRlbnNvciw1OTcxLmh0bWzSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen
PC Gamer	1547971200	Microsoft wants your opinions to improve gaming on Windows 10	Microsoft's Team Xbox has a query for those of you running Windows 10: How can they make it better? They've set up a site on Xbox Ideas, a virtual suggestion ...	https://news.google.com/articles/CBMiVmh0dHBzOi8vd3d3LnBjZ2FtZXIuY29tL21pY3Jvc29mdC13YW50cy15b3VyLW9waW5pb25zLXRvLWltcHJvdmUtZ2FtaW5nLW9uLXdpbmRvd3MtMTAv0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
